Timestamp,PT1401 (),PT1402 (),PT1403 (),T01 (°C),T02 (°C),Pump On,Pump Speed (%),Pump Speed (RPM)
2025-05-21T15:20:28.252270,53.16090638590066,83.77203021286336,104.70130464637217,21.0,21.0,0,0,0.0
2025-05-21T15:20:28.358044,54.717326619363696,83.76287479972534,104.69214923323415,21.0,21.0,0,0,0.0
2025-05-21T15:20:28.469833,54.77683680476081,83.79034103913939,104.72877088578622,21.0,21.0,0,0,0.0
2025-05-21T15:20:28.564656,54.11306935225452,83.78118562600137,104.70130464637217,21.0,21.0,0,0,0.0
2025-05-21T15:20:28.688315,53.31654840924696,83.77203021286336,104.73792629892424,21.0,21.0,0,0,0.0
2025-05-21T15:20:28.790103,53.21583886472877,83.76287479972534,104.73792629892424,21.0,21.0,0,0,0.0
2025-05-21T15:20:28.897618,53.78347447928588,83.76287479972534,104.68299382009613,21.0,21.0,0,0,0.0
2025-05-21T15:20:29.026065,54.4106202792401,83.77203021286336,104.73792629892424,21.0,21.0,0,0,0.0
2025-05-21T15:20:29.117964,54.33737697413596,83.77203021286336,104.70130464637217,21.0,21.0,0,0,0.0
2025-05-21T15:20:29.251628,53.920805676356146,83.77203021286336,104.67383840695811,21.0,21.0,0,0,0.0
2025-05-21T15:20:29.343241,53.98947127489128,83.77203021286336,104.73792629892424,21.0,21.0,0,0,0.0
2025-05-21T15:20:29.448545,54.37857633325704,83.79034103913939,104.74708171206225,21.0,21.0,0,0,0.0
2025-05-21T15:20:29.554981,54.131380178530556,83.79034103913939,104.72877088578622,21.0,21.0,0,0,0.0
2025-05-21T15:20:29.676250,54.05813687342641,83.75371938658732,104.71046005951018,21.0,21.0,0,0,0.0
2025-05-21T15:20:29.799065,54.40604257267109,83.77203021286336,104.71046005951018,21.0,21.0,0,0,0.0
2025-05-21T15:20:29.888851,55.019455252918284,83.79034103913939,104.71046005951018,21.0,21.0,0,0,0.0
2025-05-21T15:20:30.009239,55.24376287479972,83.78118562600137,104.73792629892424,21.0,21.0,0,0,0.0
2025-05-21T15:20:30.105476,54.60288395513847,83.78118562600137,104.69214923323415,21.0,21.0,0,0,0.0
2025-05-21T15:20:30.220018,53.929961089494164,83.78118562600137,104.69214923323415,21.0,21.0,0,0,0.0
2025-05-21T15:20:30.328526,53.85671778439002,83.78118562600137,104.70130464637217,21.0,21.0,0,0,0.0
2025-05-21T15:20:30.434256,54.135957885099565,83.78118562600137,104.72877088578622,21.0,21.0,0,0,0.0
2025-05-21T15:20:30.897292,54.424353398947126,83.77203021286336,104.71046005951018,21.0,21.0,0,0,0.0
2025-05-21T15:20:30.986540,55.138475623712516,83.79034103913939,104.75623712520027,21.0,21.0,0,0,0.0
2025-05-21T15:20:31.094371,54.45639734493019,83.79034103913939,104.7196154726482,21.0,21.0,0,0,0.0
2025-05-21T15:20:31.200705,54.305333028152894,83.78118562600137,104.69214923323415,21.0,21.0,0,0,0.0
2025-05-21T15:20:31.301748,54.71274891279469,83.79034103913939,104.72877088578622,21.0,21.0,0,0,0.0
2025-05-21T15:20:31.407797,55.04234378576333,83.81780727855345,104.7196154726482,21.0,21.0,0,0,0.0
2025-05-21T15:20:31.542890,55.03318837262531,83.79034103913939,104.7196154726482,21.0,21.0,0,0,0.0
2025-05-21T15:20:31.635354,54.895857175555044,83.79034103913939,104.68299382009613,21.0,21.0,0,0,0.0
2025-05-21T15:20:31.733917,54.81345845731288,83.79949645227741,104.74708171206225,21.0,21.0,0,0,0.0
2025-05-21T15:20:31.852773,54.86381322957198,83.79034103913939,104.7196154726482,21.0,21.0,0,0,0.0
2025-05-21T15:20:31.955134,54.88212405584802,83.79949645227741,104.72877088578622,21.0,21.0,0,0,0.0
2025-05-21T15:20:32.073592,54.98283360036621,83.78118562600137,104.67383840695811,21.0,21.0,0,0,0.0
2025-05-21T15:20:32.186938,55.00114442664225,83.76287479972534,104.73792629892424,21.0,21.0,0,0,0.0
2025-05-21T15:20:32.298747,55.36736095216297,83.78118562600137,104.7196154726482,21.0,21.0,0,0,0.0
2025-05-21T15:20:32.404561,55.756466010528726,83.79034103913939,104.75623712520027,21.0,21.0,0,0,0.0
2025-05-21T15:20:32.530565,55.62829022659648,83.79034103913939,104.78370336461433,21.0,21.0,0,0,0.0
2025-05-21T15:20:32.623691,54.87754634927901,83.81780727855345,104.74708171206225,21.0,21.0,0,0,0.0
2025-05-21T15:20:32.722234,54.2046234836347,83.79949645227741,104.71046005951018,21.0,21.0,0,0,0.0
2025-05-21T15:20:32.843682,54.27786678873884,83.82696269169146,104.7196154726482,21.0,21.0,0,0,0.0
2025-05-21T15:20:32.956925,54.6166170748455,83.8452735179675,104.73792629892424,21.0,21.0,0,0,0.0
2025-05-21T15:20:33.267608,54.515907530327304,83.79949645227741,104.72877088578622,21.0,21.0,0,0,0.0
